itr,wall,itr_time,loss,bpd,fe,total_time,grad_norm,kinetic_energy,jacobian_norm2
286,3907.1529,13.5279,1.6571,1.4142,800.0,18.0000,13.7648,19.6361,4.6601
287,3920.5907,13.4378,1.6992,1.4626,800.0,18.0000,15.6422,19.1018,4.5641
288,3934.1685,13.5778,1.6722,1.4318,800.0,18.0000,20.2794,19.3429,4.6999
289,3947.5808,13.4123,1.6588,1.4070,800.0,18.0000,21.7167,20.4375,4.7367
290,3961.1275,13.5467,1.6434,1.3967,800.0,18.0000,16.3170,19.8792,4.7921
291,3974.6442,13.5167,1.6430,1.3841,800.0,18.0000,11.0593,21.0974,4.7874
292,3988.2520,13.6078,1.6406,1.3696,800.0,18.0000,18.1033,22.3501,4.7475
293,4001.8653,13.6133,1.6575,1.3818,800.0,18.0000,27.7797,22.8246,4.7455
294,4015.3730,13.5078,1.6090,1.3449,800.0,18.0000,14.3203,21.6872,4.7296
295,4028.8373,13.4643,1.5988,1.3450,800.0,18.0000,11.0219,20.6553,4.7214
296,4042.3188,13.4815,1.5746,1.3221,800.0,18.0000,12.5351,20.4728,4.7722
297,4055.9706,13.6518,1.5760,1.3179,800.0,18.0000,10.0378,21.1196,4.6916
298,4069.7084,13.7378,1.5618,1.2980,800.0,18.0000,16.3310,21.7049,4.6692
299,4083.3296,13.6212,1.5557,1.2955,800.0,18.0000,19.3414,21.2797,4.7428
300,4096.7861,13.4565,1.5033,1.2455,800.0,18.0000,11.4349,20.9859,4.7948
301,4110.5294,13.7434,1.4984,1.2418,800.0,18.0000,10.7224,20.8778,4.7784
302,4124.1629,13.6334,1.5300,1.2708,800.0,18.0000,12.3926,21.1876,4.7344
303,4137.8246,13.6617,1.4800,1.2126,800.0,18.0000,10.5748,21.9022,4.8343
304,4151.3380,13.5135,1.4736,1.1991,800.0,18.0000,15.7852,22.6118,4.8378
305,4164.9932,13.6552,1.4352,1.1623,800.0,18.0000,13.9403,22.4238,4.8683
306,4178.6443,13.6511,1.4164,1.1438,800.0,18.0000,11.8042,22.3804,4.8797
307,4192.1477,13.5034,1.3864,1.1085,800.0,18.0000,9.5155,22.8839,4.9099
308,4205.6540,13.5062,1.3871,1.1095,800.0,18.0000,11.9490,22.8915,4.8709
309,4219.0971,13.4431,1.3716,1.0967,800.0,18.0000,17.9155,22.5625,4.9232
310,4232.6302,13.5331,1.3595,1.0961,800.0,18.0000,25.3129,21.4144,4.9247
311,4246.0820,13.4518,1.3840,1.1437,800.0,18.0000,30.2188,19.0727,4.9547
312,4259.7914,13.7095,1.3762,1.1226,800.0,18.0000,32.4428,20.4708,4.8890
313,4273.4431,13.6517,1.4517,1.1945,800.0,18.0000,40.1701,20.8195,4.8935
314,4287.1195,13.6764,1.3586,1.1014,800.0,18.0000,26.9272,20.8588,4.8601
315,4300.7131,13.5936,1.4554,1.2258,800.0,18.0000,52.2584,18.0894,4.8639
316,4314.3759,13.6628,1.3487,1.1324,800.0,18.0000,30.7719,16.7829,4.8400
317,4327.9656,13.5898,1.4136,1.2103,800.0,18.0000,40.8558,15.4026,4.9260
318,4341.4585,13.4929,1.3346,1.1373,800.0,18.0000,24.1138,14.8346,4.8921
319,4354.8489,13.3904,1.2993,1.0884,800.0,18.0000,26.2925,16.1852,4.9090
320,4368.5663,13.7173,1.2797,1.0566,800.0,18.0000,22.4860,17.3436,4.9612
321,4382.2429,13.6767,1.2277,0.9897,800.0,18.0000,20.6034,18.7309,5.0623
322,4395.8610,13.6181,1.2257,0.9650,800.0,18.0000,32.6243,20.8821,5.1829
323,4409.3529,13.4919,1.1798,0.9174,800.0,18.0000,15.1786,21.0314,5.2116
324,4423.0301,13.6772,1.1910,0.9377,800.0,18.0000,23.5998,20.0913,5.2355
325,4436.5505,13.5204,1.1439,0.8934,800.0,18.0000,12.0723,19.7747,5.2842
326,4450.3230,13.7725,1.1087,0.8501,800.0,18.0000,18.0871,20.4908,5.3741
327,4463.8142,13.4911,1.1142,0.8458,800.0,18.0000,16.2620,21.4241,5.4149
328,4477.2867,13.4726,1.0843,0.8072,800.0,18.0000,17.7178,22.2666,5.4456
329,4490.8548,13.5681,1.0588,0.7841,800.0,18.0000,18.0155,22.0059,5.4689
330,4504.5470,13.6922,1.0425,0.7707,800.0,18.0000,20.5487,21.7074,5.4745
331,4518.0455,13.4985,1.0110,0.7471,800.0,18.0000,17.1433,20.8625,5.5303
332,4531.6998,13.6543,0.9892,0.7133,800.0,18.0000,15.0716,22.0692,5.5288
333,4545.2370,13.5372,0.9682,0.6802,800.0,18.0000,15.6395,23.2510,5.5549
334,4558.8929,13.6559,0.9708,0.6839,800.0,18.0000,19.5880,23.1296,5.5637
335,4572.3452,13.4523,0.9407,0.6679,800.0,18.0000,20.3280,21.6780,5.6018
336,4585.9708,13.6256,0.9378,0.6831,800.0,18.0000,10.8030,19.9114,5.5561
337,4599.5224,13.5516,0.9168,0.6637,800.0,18.0000,14.9962,19.7465,5.5664
338,4613.1896,13.6672,0.8944,0.6285,800.0,18.0000,15.3135,21.0013,5.5937
339,4626.9001,13.7105,0.8496,0.5677,800.0,18.0000,11.5498,22.5007,5.6857
340,4640.3578,13.4576,0.8365,0.5435,800.0,18.0000,16.1084,23.5565,5.7448
341,4653.9393,13.5815,0.8237,0.5359,800.0,18.0000,13.0102,23.0474,5.7357
342,4667.6669,13.7277,0.7968,0.5194,800.0,18.0000,10.5418,21.9670,5.7750
343,4681.2471,13.5802,0.7816,0.5035,800.0,18.0000,12.2410,22.0181,5.7916
344,4694.6974,13.4502,0.7486,0.4613,800.0,18.0000,8.3493,22.8811,5.8487
345,4708.2671,13.5697,0.7314,0.4283,800.0,18.0000,11.9271,24.4207,5.8853
346,4721.9384,13.6713,0.7326,0.4185,800.0,18.0000,17.2889,25.4674,5.9419
347,4735.5720,13.6336,0.7050,0.4019,800.0,18.0000,13.7220,24.3496,5.9639
348,4749.1380,13.5660,0.6634,0.3785,800.0,18.0000,11.7964,22.5101,5.9772
349,4762.7436,13.6056,0.6634,0.3795,800.0,18.0000,10.4629,22.4152,5.9695
350,4776.1206,13.3770,0.6398,0.3441,800.0,18.0000,9.3574,23.5721,5.9954
351,4789.8112,13.6906,0.6364,0.3254,800.0,18.0000,12.2412,25.0798,6.0244
352,4803.3654,13.5542,0.5814,0.2651,800.0,18.0000,13.0535,25.4992,6.1293
353,4816.9491,13.5837,0.5492,0.2498,800.0,18.0000,12.1032,23.7705,6.1688
354,4830.6449,13.6958,0.5451,0.2536,800.0,18.0000,13.6250,22.9579,6.1965
355,4844.1300,13.4851,0.4948,0.2008,800.0,18.0000,8.7667,23.1236,6.2724
356,4857.6581,13.5281,0.4977,0.1802,800.0,18.0000,12.8647,25.3966,6.3464
357,4871.1203,13.4622,0.4988,0.1686,800.0,18.0000,16.5870,26.6602,6.3617
358,4884.5146,13.3943,0.4757,0.1612,800.0,18.0000,17.5147,25.0386,6.4138
359,4898.0797,13.5651,0.4422,0.1526,800.0,18.0000,12.2252,22.5678,6.3949
360,4911.7179,13.6382,0.4311,0.1337,800.0,18.0000,14.3375,23.2903,6.4523
361,4925.2381,13.5202,0.4141,0.1087,800.0,18.0000,13.9441,24.0250,6.5098
362,4938.9156,13.6775,0.4182,0.1014,800.0,18.0000,19.1068,25.1294,6.5487
363,4952.4841,13.5684,0.3960,0.0923,800.0,18.0000,20.5843,23.8010,6.5620
364,4966.0714,13.5873,0.3768,0.0969,800.0,18.0000,12.9170,21.4341,6.5496
365,4979.6226,13.5512,0.3640,0.0706,800.0,18.0000,14.9069,22.7215,6.6205
366,4993.2177,13.5951,0.3808,0.0630,800.0,18.0000,23.1762,25.1303,6.6444
367,5006.4974,13.2797,0.3519,0.0396,800.0,18.0000,20.3151,24.5646,6.6699
368,5020.2147,13.7172,0.3364,0.0483,800.0,18.0000,11.9735,22.2009,6.6130
369,5033.9211,13.7064,0.2905,0.0029,800.0,18.0000,11.3340,22.0657,6.6960
370,5047.5399,13.6188,0.2892,-0.0279,800.0,18.0000,16.8816,24.9285,6.7896
371,5060.9539,13.4140,0.2888,-0.0460,800.0,18.0000,18.6313,26.6413,6.8357
372,5074.4204,13.4665,0.2712,-0.0460,800.0,18.0000,15.8075,24.9214,6.7984
373,5087.9239,13.5035,0.2581,-0.0435,800.0,18.0000,17.3594,23.3628,6.7885
374,5101.4267,13.5028,0.2362,-0.0658,800.0,18.0000,13.5628,23.3932,6.8090
375,5114.9627,13.5360,0.2354,-0.0944,800.0,18.0000,16.0251,26.1052,6.8741
376,5128.3385,13.3758,0.2274,-0.1107,800.0,18.0000,19.6311,26.9267,6.8875
377,5141.8248,13.4863,0.2082,-0.1124,800.0,18.0000,18.2804,25.1730,6.8923
378,5155.4506,13.6258,0.1927,-0.1051,800.0,18.0000,13.4296,22.9565,6.8315
379,5169.1084,13.6578,0.1750,-0.1298,800.0,18.0000,17.3021,23.5836,6.8987
380,5182.6448,13.5364,0.1674,-0.1557,800.0,18.0000,17.5435,25.3468,6.9570
381,5196.3785,13.7337,0.1580,-0.1832,800.0,18.0000,19.2677,27.0929,7.0179
382,5209.8301,13.4517,0.1871,-0.1401,800.0,18.0000,19.1336,25.7461,6.9747
383,5223.3183,13.4882,0.1467,-0.1557,800.0,18.0000,12.8431,23.2887,6.9459
384,5236.9649,13.6466,0.1429,-0.1711,800.0,18.0000,14.7443,24.4097,6.9898
385,5250.3283,13.3634,0.1532,-0.1775,800.0,18.0000,18.1689,26.0820,6.9936
386,5263.7450,13.4167,0.1145,-0.2191,800.0,18.0000,17.6689,26.2961,7.0658
387,5277.2026,13.4576,0.1147,-0.2169,800.0,18.0000,18.7840,26.1369,7.0217
388,5290.5707,13.3681,0.0862,-0.2229,800.0,18.0000,14.2687,23.8678,7.0438
389,5304.2098,13.6391,0.0996,-0.2185,800.0,18.0000,16.9013,24.7618,7.0469
390,5317.8156,13.6058,0.1338,-0.1815,800.0,18.0000,16.4453,24.5352,6.9884
391,5331.3552,13.5396,0.1006,-0.2129,800.0,18.0000,14.8896,24.3803,6.9776
392,5345.0478,13.6926,0.0960,-0.2356,800.0,18.0000,15.8416,26.1226,7.0392
393,5358.5653,13.5175,0.0757,-0.2703,800.0,18.0000,18.8662,27.4826,7.1168
394,5371.9396,13.3743,0.0885,-0.2452,800.0,18.0000,16.9013,26.3037,7.0662
395,5385.4997,13.5601,0.0739,-0.2565,800.0,18.0000,18.3521,25.9949,7.0479
396,5398.9533,13.4535,0.1064,-0.1982,800.0,18.0000,21.8945,23.4768,6.9861
397,5412.3596,13.4063,0.0857,-0.2036,800.0,18.0000,14.9229,21.9763,6.9477
398,5425.8525,13.4929,0.0655,-0.2426,800.0,18.0000,17.2086,23.8223,6.9908
399,5439.2019,13.3494,0.0451,-0.3000,800.0,18.0000,16.7161,27.4067,7.1028
400,5452.5089,13.3071,0.0380,-0.3146,800.0,18.0000,19.8316,28.0924,7.1698
401,5466.0536,13.5446,0.0513,-0.2960,800.0,18.0000,14.3837,27.6211,7.1041
402,5479.5045,13.4510,0.0598,-0.2774,800.0,18.0000,21.9149,26.6157,7.1011
403,5493.1722,13.6676,0.0857,-0.2297,800.0,18.0000,17.7092,24.5098,7.0327
404,5506.6721,13.4999,0.0737,-0.2380,800.0,18.0000,16.7823,24.2175,6.9599
405,5520.2865,13.6144,0.0307,-0.2820,800.0,18.0000,18.3509,24.3100,6.9561
406,5533.9269,13.6404,0.0279,-0.2881,800.0,18.0000,16.2388,24.6022,6.9906
407,5547.4455,13.5187,0.0349,-0.2846,800.0,18.0000,18.6390,24.8688,7.0818
408,5561.1465,13.7009,-0.0113,-0.3506,800.0,18.0000,14.2332,26.7479,7.1778
409,5574.6106,13.4641,0.0042,-0.3590,800.0,18.0000,16.9370,29.0992,7.2217
410,5588.1687,13.5581,0.0164,-0.3364,800.0,18.0000,20.1106,28.0556,7.2302
411,5601.8433,13.6747,0.0233,-0.2910,800.0,18.0000,14.2895,24.3302,7.1076
412,5615.2125,13.3691,0.0399,-0.2751,800.0,18.0000,12.6618,24.4045,7.0923
413,5628.7407,13.5282,0.0021,-0.3134,800.0,18.0000,12.8431,24.4254,7.1270
414,5641.9368,13.1961,-0.0130,-0.3335,800.0,18.0000,11.0847,24.9590,7.0932
415,5655.3402,13.4034,-0.0090,-0.3519,800.0,18.0000,11.0000,27.1663,7.1300
416,5668.8183,13.4781,-0.0341,-0.3997,800.0,18.0000,16.1055,29.2963,7.2681
417,5682.4825,13.6642,0.0090,-0.3471,800.0,18.0000,22.2533,28.3865,7.2230
418,5696.1199,13.6374,-0.0055,-0.3369,800.0,18.0000,20.9336,26.0346,7.1046
419,5709.7961,13.6762,-0.0162,-0.3310,800.0,18.0000,13.0729,24.4401,7.0486
420,5723.2978,13.5017,-0.0419,-0.3709,800.0,18.0000,14.7525,25.7179,7.1831
421,5736.7775,13.4797,-0.0412,-0.4180,800.0,18.0000,12.7520,30.4852,7.1939
422,5750.4821,13.7046,0.0043,-0.3806,800.0,18.0000,23.4678,31.3349,7.1531
423,5763.7856,13.3035,-0.0630,-0.3881,800.0,18.0000,14.8758,25.3534,7.1564
424,5777.4521,13.6665,-0.0350,-0.3446,800.0,18.0000,11.7165,23.9001,7.0632
425,5790.8750,13.4229,-0.0203,-0.3427,800.0,18.0000,13.9016,25.1760,7.0621
426,5804.4764,13.6015,-0.0348,-0.3720,800.0,18.0000,17.7042,26.5397,7.1749
427,5818.1646,13.6881,-0.0742,-0.4022,800.0,18.0000,10.6201,25.5457,7.2540
428,5831.7573,13.5927,-0.0494,-0.3974,800.0,18.0000,11.1677,27.5184,7.2859
429,5845.2455,13.4882,-0.0673,-0.4530,800.0,18.0000,14.0860,31.1850,7.3793
430,5858.7247,13.4793,-0.0529,-0.4533,800.0,18.0000,18.3936,32.7082,7.3335
431,5872.4213,13.6966,-0.0352,-0.3995,800.0,18.0000,24.9044,29.2413,7.1881
432,5886.1463,13.7250,-0.0490,-0.3465,800.0,18.0000,14.6711,22.7351,7.0146
433,5899.8083,13.6621,-0.0320,-0.3241,800.0,18.0000,17.3940,22.2045,7.0049
434,5913.3637,13.5553,-0.0651,-0.3828,800.0,18.0000,12.9177,24.6786,7.0821
435,5926.9403,13.5766,-0.0720,-0.4250,800.0,18.0000,17.0570,28.0949,7.1969
436,5940.4330,13.4927,-0.0638,-0.4377,800.0,18.0000,20.4952,30.0391,7.3496
437,5953.9704,13.5374,-0.0580,-0.4204,800.0,18.0000,22.8851,28.8502,7.3882
438,5967.4365,13.4661,-0.0622,-0.3939,800.0,18.0000,19.5727,25.8719,7.3015
439,5981.0056,13.5692,-0.0273,-0.3388,800.0,18.0000,16.4086,23.9269,7.2216
440,5994.5138,13.5082,-0.0581,-0.3873,800.0,18.0000,15.0877,25.6886,7.2325
441,6008.1733,13.6595,-0.0787,-0.4312,800.0,18.0000,21.0462,28.0000,7.2451
442,6021.4784,13.3051,-0.0529,-0.3989,800.0,18.0000,22.0560,27.4001,7.1991
443,6034.8100,13.3316,-0.0803,-0.4033,800.0,18.0000,13.2318,25.1773,7.1211
444,6048.3331,13.5231,-0.0523,-0.3711,800.0,18.0000,12.2096,24.7812,7.1048
445,6061.8504,13.5173,-0.0684,-0.3975,800.0,18.0000,12.3655,25.7009,7.2125
446,6075.5080,13.6576,-0.0900,-0.4425,800.0,18.0000,12.7152,27.8905,7.3599
447,6089.0068,13.4988,-0.1224,-0.4954,800.0,18.0000,12.2458,29.8560,7.4412
448,6102.7132,13.7065,-0.1082,-0.4931,800.0,18.0000,12.9304,31.0522,7.4373
449,6116.3231,13.6099,-0.0962,-0.4759,800.0,18.0000,11.3782,30.6255,7.3505
450,6129.7915,13.4684,-0.0737,-0.4302,800.0,18.0000,18.0127,28.3902,7.2653
451,6143.2365,13.4451,-0.0585,-0.3961,800.0,18.0000,16.1811,26.5749,7.1812
452,6156.6449,13.4084,-0.0335,-0.3642,800.0,18.0000,15.0023,25.9217,7.1467
453,6170.1932,13.5483,-0.0644,-0.3852,800.0,18.0000,10.9040,24.9386,7.1411
454,6183.7418,13.5486,-0.1049,-0.4307,800.0,18.0000,10.4205,25.3461,7.2308
455,6197.2693,13.5275,-0.0965,-0.4367,800.0,18.0000,9.8402,26.7241,7.2970
456,6210.6759,13.4066,-0.1186,-0.4797,800.0,18.0000,12.0376,28.7031,7.4107
457,6224.2331,13.5572,-0.1178,-0.5032,800.0,18.0000,12.8199,31.0865,7.4553
458,6235.7432,11.5102,-0.1268,-0.5067,800.0,18.0000,12.0393,30.5648,7.4306
459,6249.3046,13.5613,-0.1428,-0.5002,800.0,18.0000,7.6546,28.4061,7.3306
460,6262.6827,13.3781,-0.1519,-0.5060,800.0,18.0000,7.9974,28.0682,7.3422
461,6276.1063,13.4237,-0.1425,-0.5013,800.0,18.0000,8.4366,28.5815,7.3081
462,6289.6412,13.5348,-0.1408,-0.5024,800.0,18.0000,12.7840,28.8440,7.3227
463,6303.2951,13.6539,-0.1501,-0.5126,800.0,18.0000,12.1455,28.8835,7.3623
464,6316.7343,13.4392,-0.1589,-0.5290,800.0,18.0000,8.9487,29.6258,7.3800
465,6330.2528,13.5185,-0.1433,-0.5291,800.0,18.0000,15.2616,31.1903,7.3901
466,6343.8251,13.5723,-0.1328,-0.5137,800.0,18.0000,16.2386,30.6682,7.4165
467,6357.2990,13.4739,-0.1503,-0.4992,800.0,18.0000,11.9286,27.4994,7.3878
468,6370.6408,13.3418,-0.1541,-0.5019,800.0,18.0000,10.2150,27.4121,7.3713
469,6384.3829,13.7421,-0.1808,-0.5457,800.0,18.0000,9.7565,29.1027,7.3886
470,6398.0253,13.6424,-0.1695,-0.5562,800.0,18.0000,15.2589,31.2796,7.3933
471,6411.7406,13.7152,-0.1714,-0.5441,800.0,18.0000,15.8580,29.8813,7.3899
472,6425.2846,13.5440,-0.1634,-0.5029,800.0,18.0000,9.8557,26.6428,7.3078
473,6438.9345,13.6499,-0.1490,-0.4919,800.0,18.0000,8.5795,26.9909,7.3038
474,6452.3599,13.4254,-0.1754,-0.5384,800.0,18.0000,10.1514,28.8895,7.4192
475,6466.0785,13.7187,-0.1731,-0.5542,800.0,18.0000,7.7101,30.6953,7.4195
476,6479.5766,13.4981,-0.1770,-0.5733,800.0,18.0000,13.6257,32.1539,7.4802
477,6492.9740,13.3974,-0.1742,-0.5528,800.0,18.0000,9.6674,30.4469,7.4115
478,6506.3288,13.3548,-0.1766,-0.5384,800.0,18.0000,10.2641,28.7797,7.4042
479,6520.0307,13.7019,-0.2035,-0.5676,800.0,18.0000,7.9058,29.0110,7.3976
480,6533.5805,13.5498,-0.2066,-0.5748,800.0,18.0000,9.2550,29.4659,7.3619
481,6547.0535,13.4731,-0.1913,-0.5742,800.0,18.0000,10.3020,30.9078,7.3787
482,6560.5435,13.4900,-0.2159,-0.6070,800.0,18.0000,10.7671,31.6560,7.4559
483,6574.2077,13.6642,-0.2111,-0.5952,800.0,18.0000,8.4300,30.9651,7.4492
484,6587.6522,13.4445,-0.2251,-0.5992,800.0,18.0000,8.0663,29.9551,7.4510
485,6601.1362,13.4840,-0.1969,-0.5711,800.0,18.0000,8.5596,30.0291,7.3914
486,6614.6065,13.4703,-0.2081,-0.5848,800.0,18.0000,9.6792,30.2808,7.3908
487,6628.1121,13.5056,-0.2113,-0.5893,800.0,18.0000,9.0425,30.4024,7.3961
488,6641.6213,13.5092,-0.2024,-0.5846,800.0,18.0000,10.6150,30.8173,7.4020
489,6655.1768,13.5555,-0.2341,-0.6190,800.0,18.0000,10.3172,31.0288,7.4645
490,6668.7367,13.5599,-0.2134,-0.5935,800.0,18.0000,9.3306,30.5916,7.4246
491,6682.2723,13.5356,-0.2236,-0.5981,800.0,18.0000,11.4378,30.0298,7.4165
492,6695.7275,13.4552,-0.2226,-0.5976,800.0,18.0000,11.9426,30.0900,7.4066
493,6709.1697,13.4423,-0.2035,-0.5777,800.0,18.0000,11.0523,30.0615,7.3575
494,6722.6832,13.5135,-0.2300,-0.6118,800.0,18.0000,9.0151,30.7564,7.4322
495,6736.0759,13.3927,-0.2474,-0.6366,800.0,18.0000,9.6440,31.4235,7.4958
496,6749.4640,13.3881,-0.2156,-0.5997,800.0,18.0000,13.7997,30.9707,7.4353
497,6763.0487,13.5847,-0.2360,-0.6039,800.0,18.0000,14.7325,29.3326,7.4520
498,6776.4556,13.4069,-0.2183,-0.5828,800.0,18.0000,11.8543,29.0631,7.3910
499,6790.1583,13.7027,-0.2162,-0.5943,800.0,18.0000,13.6529,30.4357,7.3745
500,6803.7603,13.6020,-0.1968,-0.5738,800.0,18.0000,18.9096,30.3156,7.3886
501,6817.4466,13.6863,-0.2075,-0.5607,800.0,18.0000,14.2716,27.9769,7.3448
502,6831.1641,13.7175,-0.2232,-0.5769,800.0,18.0000,13.1623,27.9423,7.4340
503,6844.7205,13.5564,-0.2317,-0.5819,800.0,18.0000,8.3762,27.6001,7.4143
504,6858.2024,13.4819,-0.2218,-0.6040,800.0,18.0000,13.0912,30.7573,7.4636
505,6871.5960,13.3936,-0.2247,-0.6235,800.0,18.0000,11.8973,32.4594,7.4281
506,6885.1460,13.5500,-0.2215,-0.6006,800.0,18.0000,13.5365,30.4907,7.4186
507,6898.7183,13.5722,-0.2489,-0.5990,800.0,18.0000,6.5910,27.6227,7.3926
508,6912.2808,13.5625,-0.2324,-0.5928,800.0,18.0000,9.9789,28.6777,7.3611
509,6925.7923,13.5115,-0.2585,-0.6471,800.0,18.0000,7.3454,31.3991,7.4587
510,6939.2724,13.4800,-0.2299,-0.6401,800.0,18.0000,11.4524,33.5593,7.4574
511,6952.8847,13.6124,-0.2547,-0.6440,800.0,18.0000,11.1367,31.4534,7.4699
512,6966.3841,13.4994,-0.2362,-0.5916,800.0,18.0000,6.4151,28.1487,7.3909
513,6979.8928,13.5087,-0.2592,-0.6242,800.0,18.0000,8.2732,29.0555,7.4401
514,6993.4979,13.6051,-0.2496,-0.6411,800.0,18.0000,7.1682,31.7396,7.4104
515,7007.0879,13.5900,-0.2274,-0.6306,800.0,18.0000,11.2616,32.9089,7.4116
516,7020.7989,13.7111,-0.2585,-0.6412,800.0,18.0000,8.6095,30.8497,7.4185
517,7034.4574,13.6585,-0.2494,-0.6139,800.0,18.0000,7.9901,29.0730,7.3800
518,7048.1601,13.7027,-0.2751,-0.6481,800.0,18.0000,9.3575,29.8746,7.4256
519,7061.6399,13.4798,-0.2375,-0.6318,800.0,18.0000,10.1251,32.0219,7.4136
520,7075.1176,13.4776,-0.2518,-0.6525,800.0,18.0000,12.5201,32.6217,7.4506
521,7088.6966,13.5790,-0.2570,-0.6356,800.0,18.0000,8.6828,30.4445,7.4216
522,7102.2483,13.5518,-0.2393,-0.6097,800.0,18.0000,7.5103,29.6652,7.3740
523,7115.6131,13.3648,-0.2687,-0.6515,800.0,18.0000,7.9310,30.8401,7.4369
524,7129.1342,13.5210,-0.2524,-0.6487,800.0,18.0000,11.2823,32.2209,7.4143
525,7142.6069,13.4728,-0.2513,-0.6478,800.0,18.0000,13.5224,32.2403,7.4103
526,7156.0909,13.4840,-0.2666,-0.6366,800.0,18.0000,9.3575,29.5931,7.4046
527,7169.7942,13.7032,-0.2671,-0.6346,800.0,18.0000,8.2423,29.3820,7.3767
528,7183.1699,13.3757,-0.2523,-0.6430,800.0,18.0000,12.8133,31.6537,7.4137
529,7196.5410,13.3711,-0.2738,-0.6621,800.0,18.0000,14.8188,31.3719,7.4600
530,7210.1132,13.5722,-0.2548,-0.6233,800.0,18.0000,10.0003,29.4725,7.3747
531,7223.6289,13.5157,-0.2624,-0.6276,800.0,18.0000,10.2605,29.1394,7.3847
532,7237.2934,13.6645,-0.2870,-0.6585,800.0,18.0000,8.3120,29.7328,7.4119
533,7250.9317,13.6382,-0.2624,-0.6614,800.0,18.0000,15.5896,32.4491,7.4552
534,7264.3901,13.4584,-0.2509,-0.6376,800.0,18.0000,13.8424,31.2413,7.4241
535,7277.8980,13.5079,-0.2614,-0.6270,800.0,18.0000,10.6896,29.1542,7.3996
536,7291.4903,13.5923,-0.2468,-0.6080,800.0,18.0000,11.6315,28.7571,7.3665
537,7304.9663,13.4760,-0.2825,-0.6455,800.0,18.0000,11.0785,28.8854,7.4129
538,7318.5631,13.5968,-0.2971,-0.6904,800.0,18.0000,12.4565,31.8658,7.4686
539,7332.1824,13.6193,-0.3002,-0.7168,800.0,18.0000,11.4879,34.1535,7.5092
540,7345.7904,13.6081,-0.2853,-0.6857,800.0,18.0000,14.0132,32.5474,7.4930
541,7359.4382,13.6478,-0.2492,-0.6104,800.0,18.0000,13.9124,28.7555,7.3722
542,7373.0099,13.5717,-0.2974,-0.6379,800.0,18.0000,10.8919,26.6570,7.3954
543,7386.3508,13.3409,-0.2640,-0.6327,800.0,18.0000,10.6332,29.5191,7.3548
544,7399.7779,13.4271,-0.2686,-0.6737,800.0,18.0000,16.9847,33.0808,7.4324
545,7413.2243,13.4464,-0.2536,-0.6360,800.0,18.0000,19.3515,30.7594,7.4798
546,7426.8547,13.6304,-0.2195,-0.5710,800.0,18.0000,16.5251,27.7850,7.3665
547,7440.3539,13.4992,-0.2592,-0.6180,800.0,18.0000,11.3786,28.5201,7.3610
548,7453.8318,13.4779,-0.2333,-0.6032,800.0,18.0000,16.3148,29.6899,7.2955
549,7467.3790,13.5471,-0.1971,-0.5818,800.0,18.0000,24.8666,31.1365,7.3339
550,7480.6698,13.2909,-0.2223,-0.5736,800.0,18.0000,17.7685,27.7702,7.3603
551,7494.3344,13.6645,-0.1951,-0.5314,800.0,18.0000,13.6656,26.2770,7.3507
552,7507.8905,13.5562,-0.1995,-0.5500,800.0,18.0000,13.9563,27.6576,7.3856
553,7521.4990,13.6085,-0.2023,-0.5467,800.0,18.0000,13.3977,27.1207,7.3177
554,7535.2061,13.7071,-0.2066,-0.5491,800.0,18.0000,14.3357,26.9101,7.3340
555,7548.8223,13.6162,-0.2699,-0.6295,800.0,18.0000,10.5373,28.5140,7.4494
556,7562.3882,13.5659,-0.2425,-0.6378,800.0,18.0000,15.9375,32.0125,7.5122
557,7576.0578,13.6696,-0.2374,-0.6198,800.0,18.0000,18.4374,30.6987,7.5381
558,7589.6052,13.5474,-0.2454,-0.5847,800.0,18.0000,11.4143,26.5326,7.3957
559,7603.1640,13.5588,-0.2680,-0.6149,800.0,18.0000,11.9908,27.2849,7.4060
560,7616.5789,13.4149,-0.2295,-0.6096,800.0,18.0000,19.1958,30.5917,7.4117
561,7630.0208,13.4420,-0.2024,-0.5439,800.0,18.0000,18.0602,26.7933,7.3541
562,7643.1658,13.1450,-0.2034,-0.5127,800.0,18.0000,17.0664,23.5447,7.3780
563,7656.5038,13.3379,-0.2093,-0.5136,800.0,18.0000,15.5316,23.0146,7.4140
564,7670.1735,13.6697,-0.2442,-0.6295,800.0,18.0000,14.7620,30.9745,7.5579
565,7683.7291,13.5556,-0.2058,-0.6402,800.0,18.0000,22.0706,35.8844,7.5601
566,7697.2387,13.5096,-0.1771,-0.5459,800.0,18.0000,27.9117,29.4673,7.4161
567,7710.8734,13.6348,-0.1345,-0.4145,800.0,18.0000,18.2187,20.7517,7.2444
568,7724.4730,13.5995,-0.1413,-0.4252,800.0,18.0000,13.5470,21.2453,7.1452
569,7738.0936,13.6206,-0.1949,-0.5114,800.0,18.0000,11.3039,24.4772,7.1657
570,7751.4706,13.3770,-0.1262,-0.5183,800.0,18.0000,25.6556,31.8939,7.3215
571,7764.7720,13.3014,-0.0551,-0.4349,800.0,18.0000,26.8891,30.5189,7.4641
572,7778.2838,13.5118,-0.0926,-0.4318,800.0,18.0000,17.7455,26.6029,7.3167
573,7791.8770,13.5932,-0.1204,-0.4401,800.0,18.0000,12.5404,24.7152,7.2527
574,7805.4218,13.5448,-0.1600,-0.4790,800.0,18.0000,10.2303,24.5481,7.3484
